bytes	human_size	path
19157758    19MiB ./backend/ml_models/datasets/raw/pypi_packages/malicious/cocoindex/cocoindex-0.3.36-cp311-abi3-manylinux_2_28_x86_64.whl
18887496    19MiB ./.venv_local/lib/python3.14/site-packages/pyarrow/libarrow_compute.so.2300
18887496    19MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/pyarrow/src/pyarrow/libarrow_compute.so.2300
18875433    19MiB ./backend/ml_models/saved_models/isolation_real_sweep/run_E/model.joblib
18794432    18MiB ./backend/ml_models/datasets/raw/pypi_packages/malicious/dtale/src/dtale/static/dist/dtale_bundle.js.map
18561649    18MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/opencv-python/src/opencv_python.libs/libavcodec-156beeea.so.62.11.100
18308345    18MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/google-ads/google_ads-29.2.0-py3-none-any.whl
18177065    18MiB ./backend/ml_models/saved_models/isolation_sweep/run_C/model.joblib
17952572    18MiB ./backend/ml_models/datasets/raw/repos/github-advisory-database/.git/objects/pack/pack-8bfd6753d123c9b1d193f7de5eee55f71bc18899.idx
17743544    17MiB ./backend/ml_models/datasets/raw/npm_packages/malicious/@sap__hana-client/src/package/prebuilt/linuxppc64le-gcc6/hana-client.node
17479228    17MiB ./backend/ml_models/datasets/raw/pypi_packages/malicious/dtale/dtale-3.20.0-py2.py3-none-any.whl
16899458    17MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/pyspark/src/pyspark-4.1.1/deps/jars/spark-catalyst_2.13-4.1.1.jar
16897017    17MiB ./backend/ml_models/saved_models/isolation_sweep/run_F/model.joblib
16897017    17MiB ./backend/ml_models/saved_models/isolation_forest_best/model.joblib
16707612    16MiB ./backend/ml_models/datasets/raw/npm_packages/malicious/@github__copilot/src/package/app.js
16613492    16MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/numpy/numpy-2.4.3-cp314-cp314-manylinux_2_27_x86_64.manylinux_2_28_x86_64.whl
16534086    16MiB ./backend/ml_models/datasets/raw/npm_packages/malicious/@mcpjam__inspector/src/package/dist/client/assets/index-BZ_Jpk2d.js.map
16533619    16MiB ./backend/ml_models/datasets/raw/npm_packages/malicious/@mcpjam__inspector/src/package/dist/client/assets/index-OQWt8ly0.js.map
15794712    16MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/grpcio/src/grpc/_cython/cygrpc.cpython-314-x86_64-linux-gnu.so
15773257    16MiB ./backend/ml_models/saved_models/isolation_real_sweep/run_B/model.joblib
15667421    15MiB ./backend/ml_models/datasets/raw/pypi_packages/malicious/Exiv2/exiv2-0.18.1-cp314-cp314-manylinux_2_27_x86_64.manylinux_2_28_x86_64.whl
15667421    15MiB ./backend/ml_models/datasets/raw/pypi_packages/malicious/exiv2/exiv2-0.18.1-cp314-cp314-manylinux_2_27_x86_64.manylinux_2_28_x86_64.whl
15559801    15MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/litellm/litellm-1.82.4-py3-none-any.whl
15551034    15MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/litellm/litellm-1.82.3-py3-none-any.whl
15487545    15MiB ./.git/objects/pack/pack-f310bb90aafe2536be023423b5b837b5cc136ae4.pack
15438104    15MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/uvloop/src/uvloop/loop.cpython-314-x86_64-linux-gnu.so
15172975    15MiB ./backend/ml_models/datasets/raw/pypi_packages/malicious/bikeshed/bikeshed-7.0.7.tar.gz
15121512    15MiB ./backend/ml_models/datasets/raw/npm_packages/malicious/@sap__hana-client/src/package/prebuilt/linuxx86_64_alpine-gcc6/hana-client.node
15115017    15MiB ./backend/ml_models/saved_models/isolation_sweep/run_B/model.joblib
15061168    15MiB ./backend/ml_models/datasets/raw/npm_packages/malicious/@sap__hana-client/src/package/prebuilt/linuxx86_64-gcc6/hana-client.node
14979106    15MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/pyspark/src/pyspark-4.1.1/deps/jars/spark-core_2.13-4.1.1.jar
14955770    15MiB ./backend/ml_models/datasets/raw/pypi_packages/malicious/ReviewBoard/reviewboard-7.0.4-py3-none-any.whl
14856490    15MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/google-api-python-client/google_api_python_client-2.193.0-py3-none-any.whl
14823416    15MiB ./backend/ml_models/datasets/raw/npm_packages/malicious/@sap__hana-client/src/package/prebuilt/linuxaarch64-gcc9/hana-client.node
14783267    15MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/google-api-python-client/google_api_python_client-2.192.0-py3-none-any.whl
14671393    14MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/botocore/botocore-1.42.70-py3-none-any.whl
14670334    14MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/botocore/botocore-1.42.69-py3-none-any.whl
14663227    14MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/pyspark/src/pyspark-4.1.1/deps/jars/icu4j-77.1.jar
14578929    14MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/notebook/notebook-7.5.5-py3-none-any.whl
14539314    14MiB ./backend/ml_models/datasets/raw/pypi_packages/malicious/Gradio/src/gradio/templates/frontend/assets/PlotlyPlot-C6cdzUOE.js.map
14533696    14MiB ./backend/ml_models/datasets/raw/pypi_packages/malicious/flaskcode/flaskcode-0.0.8.tar.gz
14169545    14MiB ./backend/ml_models/saved_models/isolation_real_sweep/run_D/model.joblib
14142752    14MiB ./backend/ml_models/datasets/raw/pypi_packages/malicious/chainlit/src/chainlit/frontend/dist/assets/index-Dfxzo6t5.js.map
13946905    14MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/pyspark/src/pyspark-4.1.1/deps/jars/spark-connect_2.13-4.1.1.jar
13899124    14MiB ./backend/ml_models/datasets/raw/npm_packages/malicious/@openlist-frontend__openlist-frontend/src/package/dist/static/ruffle/f8df2d4d9386fa89b025.wasm
13623593    13MiB ./backend/ml_models/saved_models/isolation_forest/model.joblib
